,region,status_group_num
16618,Morogoro,0
16619,Mbeya,0
16620,Mbeya,0
16621,Singida,1
16622,Mtwara,0
16623,Shinyanga,1
16624,Iringa,0
16625,Morogoro,0
16626,Kilimanjaro,0
16627,Singida,0
16628,Iringa,0
16629,Tanga,1
16630,Dar es Salaam,1
16631,Kilimanjaro,1
16632,Mbeya,1
16633,Mwanza,0
16634,Mbeya,1
16635,Mwanza,0
16636,Iringa,1
16637,Mwanza,1
16638,Kigoma,0
16639,Arusha,0
16640,Mwanza,0
16641,Kilimanjaro,0
16643,Kigoma,1
16644,Singida,0
16645,Iringa,0
16646,Iringa,0
16647,Iringa,0
16648,Kagera,1
16649,Tabora,0
16650,Arusha,0
16652,Morogoro,0
16653,Arusha,1
16655,Iringa,0
16656,Mara,0
16657,Tabora,1
16658,Shinyanga,0
16659,Iringa,1
16660,Tanga,1
16661,Ruvuma,1
16662,Mwanza,1
16663,Dodoma,1
16664,Dodoma,0
16665,Morogoro,0
16666,Mtwara,1
16668,Kilimanjaro,1
16669,Morogoro,1
16670,Morogoro,0
16671,Kagera,1
16672,Tanga,1
16673,Mwanza,0
16674,Manyara,1
16675,Morogoro,0
16676,Mwanza,0
16677,Kigoma,1
16678,Tanga,1
16679,Mwanza,0
16680,Manyara,0
16681,Tabora,1
16682,Dodoma,0
16683,Arusha,0
16684,Kilimanjaro,0
16685,Kagera,1
16686,Morogoro,0
16687,Arusha,0
16688,Mbeya,1
16689,Tanga,1
16690,Mbeya,0
16691,Lindi,0
16692,Ruvuma,1
16693,Kilimanjaro,0
16694,Pwani,1
16695,Iringa,0
16696,Mbeya,1
16697,Shinyanga,0
16698,Mbeya,1
16699,Dodoma,1
16700,Mtwara,1
16701,Kagera,0
16702,Pwani,0
16704,Tanga,0
16705,Tanga,0
16706,Iringa,0
16707,Iringa,1
16708,Tanga,1
16709,Dodoma,1
16710,Mbeya,1
16711,Arusha,1
16712,Kagera,1
16713,Kigoma,1
16714,Mwanza,0
16715,Arusha,0
16716,Tanga,1
16717,Pwani,0
16718,Kigoma,1
16719,Arusha,0
16720,Manyara,0
16721,Tanga,1
16722,Kigoma,1
16723,Dodoma,1
16724,Rukwa,1
16725,Mtwara,0
16726,Iringa,1
16727,Mbeya,0
16728,Iringa,0
16729,Kagera,0
16730,Tabora,1
16731,Morogoro,1
16732,Tabora,0
16733,Iringa,0
16734,Tanga,1
16735,Tabora,1
16736,Kagera,0
16737,Tabora,1
16739,Iringa,0
16740,Kigoma,0
16741,Mtwara,1
16742,Mbeya,1
16743,Kilimanjaro,1
16744,Tabora,0
16745,Kilimanjaro,0
16746,Manyara,1
16747,Rukwa,1
16748,Iringa,0
16749,Mtwara,1
16750,Mtwara,0
16751,Mbeya,1
16752,Dodoma,0
16753,Mbeya,1
16754,Iringa,0
16755,Iringa,0
16756,Shinyanga,1
16757,Morogoro,1
16758,Mtwara,1
16759,Iringa,1
16760,Iringa,0
16761,Tabora,1
16762,Mwanza,1
16763,Kilimanjaro,1
16764,Kigoma,0
16765,Dar es Salaam,1
16766,Kagera,1
16767,Kagera,0
16768,Pwani,0
16769,Singida,1
16770,Morogoro,1
16771,Rukwa,1
16772,Tanga,1
16773,Singida,1
16774,Lindi,1
16775,Kilimanjaro,0
16776,Lindi,0
16777,Kagera,1
16778,Iringa,0
16779,Pwani,0
16780,Tabora,1
16781,Iringa,1
16782,Morogoro,0
16783,Pwani,0
16784,Arusha,0
16785,Kigoma,0
16786,Iringa,0
16787,Rukwa,0
16788,Tabora,1
16789,Mbeya,1
16790,Morogoro,0
16791,Mtwara,1
16792,Lindi,1
16793,Ruvuma,1
16794,Manyara,1
16795,Pwani,0
16796,Dar es Salaam,0
16797,Morogoro,0
16798,Morogoro,0
16799,Mara,1
16800,Arusha,0
16801,Singida,1
16802,Mbeya,1
16803,Ruvuma,1
16804,Kilimanjaro,0
16805,Tanga,1
16806,Morogoro,0
16807,Lindi,1
16808,Iringa,1
16809,Kigoma,1
16810,Manyara,1
16811,Kigoma,0
16812,Kagera,0
16813,Singida,0
16814,Rukwa,1
16816,Kilimanjaro,1
16817,Kagera,1
16818,Mbeya,0
16819,Morogoro,1
16820,Lindi,1
16821,Shinyanga,0
16822,Morogoro,1
16824,Singida,1
16825,Pwani,0
16826,Mwanza,1
16827,Tanga,0
16828,Morogoro,1
16829,Iringa,0
16830,Iringa,0
16831,Arusha,0
16832,Ruvuma,1
16833,Arusha,0
16834,Shinyanga,0
16835,Shinyanga,1
16836,Kilimanjaro,0
16837,Kilimanjaro,0
16838,Kigoma,0
16839,Iringa,0
16840,Pwani,0
16841,Mwanza,1
16842,Kilimanjaro,1
16843,Morogoro,1
16844,Kagera,1
16845,Pwani,0
16846,Iringa,0
16847,Shinyanga,1
16848,Kilimanjaro,0
16849,Shinyanga,1
16850,Tanga,0
16851,Rukwa,1
16852,Kilimanjaro,0
16853,Manyara,1
16854,Kilimanjaro,0
16855,Mwanza,0
16856,Singida,0
16857,Dodoma,0
16858,Rukwa,1
16859,Tanga,0
16860,Iringa,0
16861,Kigoma,0
16863,Mara,0
16864,Lindi,1
16865,Mbeya,0
16866,Kilimanjaro,0
16867,Kilimanjaro,0
16868,Iringa,1
16869,Pwani,0
16870,Pwani,0
16871,Tanga,1
16872,Rukwa,0
16873,Lindi,1
16874,Iringa,0
16875,Mbeya,1
16876,Kilimanjaro,0
16877,Mara,1
16878,Iringa,0
16879,Tabora,0
16880,Morogoro,0
16881,Iringa,0
16882,Mbeya,1
16883,Dodoma,1
16884,Pwani,1
16885,Arusha,0
16886,Tanga,0
16887,Pwani,1
16888,Mwanza,1
16889,Dodoma,1
16890,Dodoma,0
16891,Mbeya,0
16892,Mbeya,0
16893,Mtwara,1
16894,Mara,1
16895,Morogoro,1
16896,Lindi,1
16897,Mbeya,0
16898,Singida,0
16899,Dodoma,0
16900,Ruvuma,0
16901,Mtwara,0
16902,Kigoma,1
16903,Iringa,0
16904,Singida,1
16905,Mwanza,1
16906,Morogoro,0
16907,Pwani,1
16908,Kagera,0
16909,Kilimanjaro,1
16910,Morogoro,1
16911,Pwani,1
16912,Kilimanjaro,0
16913,Arusha,1
16914,Kilimanjaro,1
16916,Shinyanga,0
16917,Iringa,0
16918,Kilimanjaro,0
16919,Dodoma,1
16920,Shinyanga,0
16921,Dar es Salaam,1
16922,Iringa,0
16923,Mtwara,1
16924,Mwanza,1
16925,Morogoro,0
16927,Mbeya,0
16929,Tanga,0
16930,Morogoro,0
16931,Shinyanga,1
16932,Manyara,0
16933,Lindi,1
16934,Rukwa,0
16935,Morogoro,0
16936,Tanga,0
16937,Shinyanga,0
16938,Morogoro,1
16939,Kilimanjaro,0
16940,Mara,0
16941,Shinyanga,1
16942,Morogoro,0
16943,Arusha,0
16944,Kagera,1
16945,Tabora,0
16946,Manyara,1
16947,Arusha,0
16948,Pwani,1
16949,Mtwara,0
16950,Shinyanga,0
16951,Mbeya,1
16952,Dodoma,1
16953,Shinyanga,0
16954,Dodoma,0
16955,Singida,0
16956,Mara,1
16957,Tanga,0
16958,Kilimanjaro,1
16959,Dodoma,0
16960,Morogoro,0
16961,Kilimanjaro,0
16963,Kagera,1
16964,Lindi,1
16965,Shinyanga,0
16966,Kagera,0
16967,Arusha,0
16968,Kigoma,1
16969,Ruvuma,0
16970,Mwanza,1
16971,Mbeya,1
16972,Shinyanga,0
16973,Kilimanjaro,0
16974,Arusha,0
16975,Tabora,1
16976,Iringa,0
16977,Ruvuma,1
16978,Dar es Salaam,1
16979,Rukwa,0
16980,Kigoma,1
16981,Mtwara,1
16982,Shinyanga,0
16983,Mtwara,1
16984,Shinyanga,0
16985,Mtwara,0
16986,Shinyanga,1
16987,Iringa,0
16989,Tanga,1
16990,Pwani,0
16991,Iringa,0
16992,Morogoro,0
16994,Tanga,0
16995,Mtwara,0
16996,Singida,0
16997,Mara,0
16998,Morogoro,0
16999,Kagera,0
17000,Iringa,0
17002,Kagera,0
17003,Shinyanga,1
17004,Ruvuma,1
17005,Arusha,1
17006,Singida,1
17007,Arusha,0
17008,Shinyanga,0
17009,Arusha,0
17011,Mwanza,0
17012,Tanga,0
17013,Kigoma,0
17014,Kigoma,1
17015,Mwanza,0
17016,Shinyanga,0
17017,Ruvuma,0
17018,Rukwa,0
17019,Manyara,1
17020,Arusha,1
17021,Shinyanga,1
17022,Morogoro,1
17023,Dar es Salaam,1
17024,Kagera,1
17025,Ruvuma,1
17026,Kigoma,0
17027,Mara,1
17028,Morogoro,1
17029,Mwanza,1
17030,Kagera,1
17031,Shinyanga,0
17032,Tanga,0
17033,Kigoma,0
17034,Rukwa,1
17035,Dodoma,0
17036,Shinyanga,1
17037,Mbeya,0
17038,Mwanza,0
17039,Mara,0
17040,Manyara,0
17041,Iringa,0
17042,Shinyanga,1
17043,Mbeya,0
17044,Kilimanjaro,0
17045,Rukwa,1
17046,Arusha,0
17047,Singida,0
17049,Kagera,0
17050,Kagera,0
17051,Iringa,0
17052,Mbeya,1
17053,Shinyanga,1
17054,Shinyanga,0
17055,Shinyanga,0
17056,Shinyanga,0
17057,Lindi,1
17058,Kagera,1
17059,Shinyanga,0
17060,Morogoro,0
17061,Pwani,0
17062,Mbeya,1
17063,Pwani,0
17064,Mtwara,0
17065,Rukwa,0
17066,Kilimanjaro,0
17067,Mwanza,0
17068,Mbeya,1
17069,Shinyanga,1
17070,Iringa,0
17071,Rukwa,1
17072,Pwani,0
17073,Lindi,1
17074,Mbeya,0
17075,Mbeya,1
17076,Kagera,0
17077,Mbeya,1
17078,Singida,1
17079,Arusha,1
17080,Ruvuma,0
17081,Kagera,1
17082,Rukwa,0
17083,Mtwara,1
17084,Mara,0
17085,Mbeya,0
17086,Mwanza,1
17087,Pwani,0
17088,Iringa,0
17089,Kagera,0
17090,Kigoma,0
17091,Arusha,0
17092,Morogoro,1
17093,Arusha,1
17094,Kilimanjaro,0
17095,Manyara,0
17096,Dar es Salaam,1
17097,Tabora,0
17098,Mtwara,1
17099,Mwanza,0
17100,Mtwara,1
17101,Kigoma,1
17102,Tabora,1
17103,Mbeya,1
17104,Ruvuma,0
17105,Iringa,0
17106,Lindi,1
17107,Kigoma,1
17108,Shinyanga,0
17109,Kagera,1
17110,Morogoro,0
17111,Morogoro,1
17112,Morogoro,1
17113,Shinyanga,0
17114,Manyara,1
17115,Tanga,0
17116,Dar es Salaam,1
17117,Tabora,1
17118,Mtwara,1
17119,Ruvuma,0
17120,Tabora,1
17121,Kagera,1
17122,Ruvuma,0
17123,Mbeya,0
17124,Ruvuma,0
17125,Lindi,1
17126,Kigoma,1
17127,Mbeya,1
17128,Morogoro,1
17129,Kagera,0
17130,Pwani,0
17131,Iringa,0
17132,Arusha,0
17134,Iringa,0
17135,Kigoma,0
17136,Arusha,1
17137,Iringa,1
17139,Kigoma,0
17140,Iringa,1
17141,Kilimanjaro,0
17142,Morogoro,0
17143,Rukwa,1
17144,Singida,1
17145,Lindi,0
17146,Shinyanga,1
17147,Mbeya,1
17148,Manyara,1
17149,Mbeya,1
17150,Singida,1
17151,Shinyanga,1
17152,Pwani,1
17153,Mbeya,0
17154,Kagera,0
17155,Mara,1
17156,Tanga,0
17157,Kagera,0
17158,Iringa,1
17159,Mbeya,1
17160,Arusha,0
17161,Tanga,0
17162,Lindi,1
17163,Dar es Salaam,1
17164,Pwani,1
17165,Kilimanjaro,0
17166,Manyara,0
17167,Singida,0
17168,Arusha,0
17169,Shinyanga,0
17170,Dodoma,0
17171,Mbeya,0
17172,Morogoro,1
17173,Dodoma,0
17174,Kilimanjaro,0
17175,Tabora,1
17176,Morogoro,0
17177,Kagera,1
17178,Morogoro,0
17179,Shinyanga,0
17180,Mtwara,0
17181,Shinyanga,0
17182,Morogoro,0
17183,Kigoma,0
17184,Kilimanjaro,0
17185,Pwani,0
17186,Pwani,1
17187,Mara,0
17188,Tanga,0
17189,Kagera,1
17190,Singida,1
17191,Mtwara,1
17192,Rukwa,1
17193,Kagera,0
17194,Mbeya,0
17195,Dar es Salaam,0
17196,Tabora,1
17197,Morogoro,0
17198,Kilimanjaro,1
17199,Mwanza,1
17200,Mbeya,0
17201,Shinyanga,0
17202,Ruvuma,1
17203,Dodoma,1
17204,Manyara,0
17205,Shinyanga,1
17206,Dodoma,1
17207,Mara,1
17208,Mtwara,1
17209,Kilimanjaro,0
17211,Dodoma,0
17212,Shinyanga,0
17213,Tabora,0
17214,Morogoro,0
17215,Shinyanga,1
17216,Iringa,0
17217,Morogoro,1
17218,Dar es Salaam,0
17219,Kigoma,1
17220,Ruvuma,0
17221,Tanga,0
17222,Kagera,0
17223,Mara,1
17224,Kagera,0
17225,Mara,1
17226,Mtwara,1
17227,Iringa,0
17228,Morogoro,0
17229,Kilimanjaro,0
17230,Tanga,0
17231,Arusha,1
17232,Iringa,0
17233,Kilimanjaro,0
17234,Iringa,1
17235,Pwani,0
17236,Mara,0
17238,Dar es Salaam,0
17239,Arusha,0
17240,Dodoma,1
17241,Iringa,0
17243,Morogoro,0
17244,Kagera,1
17245,Morogoro,0
17246,Mwanza,0
17247,Morogoro,0
17248,Mara,1
17249,Pwani,0
17250,Kigoma,1
17251,Dodoma,1
17252,Mbeya,1
17253,Iringa,1
17254,Shinyanga,1
17255,Singida,0
17256,Mbeya,1
17257,Morogoro,0
17258,Ruvuma,1
17259,Tanga,1
17261,Shinyanga,0
17262,Mbeya,0
17263,Manyara,1
17264,Kigoma,1
17265,Morogoro,0
17266,Shinyanga,1
17268,Kagera,1
17269,Dar es Salaam,0
17270,Kilimanjaro,1
17271,Iringa,0
17272,Tanga,0
17273,Morogoro,1
17274,Dar es Salaam,1
17275,Mara,1
17276,Kagera,0
17277,Tabora,1
17279,Arusha,1
17280,Kilimanjaro,0
17281,Iringa,0
17282,Mara,0
17283,Arusha,1
17284,Morogoro,0
17285,Manyara,1
17286,Morogoro,0
17287,Tanga,0
17288,Shinyanga,1
17289,Kagera,0
17290,Morogoro,0
17291,Arusha,0
17292,Iringa,0
17294,Morogoro,1
17295,Pwani,1
17296,Dodoma,0
17297,Pwani,1
17298,Kagera,0
17299,Singida,0
17300,Mtwara,1
17301,Mara,0
17302,Mbeya,1
17304,Kigoma,1
17305,Mbeya,0
17306,Dodoma,1
17307,Mbeya,1
17308,Mara,0
17309,Kigoma,1
17310,Pwani,1
17311,Iringa,0
17312,Pwani,0
17313,Pwani,0
17314,Ruvuma,1
17315,Lindi,0
17316,Kigoma,0
17317,Ruvuma,0
17318,Pwani,0
17319,Mtwara,0
17320,Kigoma,1
17321,Iringa,1
17322,Mbeya,1
17323,Kilimanjaro,0
17324,Mwanza,1
17325,Kagera,1
17326,Lindi,1
17327,Mbeya,0
17328,Singida,0
17329,Mwanza,0
17330,Shinyanga,0
17331,Tabora,1
17332,Arusha,1
17333,Mbeya,1
17334,Iringa,0
17335,Dodoma,1
17336,Tabora,1
17337,Pwani,0
17338,Mbeya,0
17339,Dodoma,0
17340,Tanga,0
17341,Ruvuma,0
17342,Shinyanga,0
17343,Mbeya,0
17345,Ruvuma,0
17346,Mara,1
17347,Tanga,1
17348,Mbeya,1
17349,Arusha,1
17350,Mtwara,1
17351,Morogoro,1
17352,Kilimanjaro,0
17354,Dodoma,0
17355,Iringa,0
17357,Kigoma,0
17358,Dodoma,0
17359,Kilimanjaro,0
17360,Morogoro,0
17361,Shinyanga,0
17362,Kigoma,1
17363,Kigoma,1
17364,Rukwa,0
17365,Iringa,0
17366,Mbeya,0
17367,Kilimanjaro,0
17368,Dar es Salaam,1
17369,Singida,1
17370,Kagera,0
17371,Kilimanjaro,0
17372,Mara,1
17373,Mbeya,1
17374,Arusha,1
17375,Kagera,0
17376,Mbeya,0
17377,Morogoro,1
17378,Lindi,0
17379,Tanga,1
17380,Singida,0
17381,Kilimanjaro,1
17382,Morogoro,1
17383,Dodoma,1
17384,Manyara,1
17385,Rukwa,1
17386,Dodoma,0
17387,Mwanza,1
17388,Kilimanjaro,1
17389,Mbeya,1
17390,Mwanza,0
17391,Mwanza,1
17392,Morogoro,0
17393,Dar es Salaam,1
17394,Morogoro,0
17395,Mbeya,0
17396,Mwanza,0
17397,Tanga,0
17398,Ruvuma,0
17399,Kilimanjaro,0
17400,Mtwara,1
17401,Singida,1
17402,Shinyanga,0
17403,Mbeya,0
17404,Mtwara,1
17405,Arusha,1
17406,Shinyanga,1
17407,Ruvuma,0
17408,Iringa,0
17409,Mwanza,1
17410,Ruvuma,0
17411,Iringa,0
17412,Shinyanga,1
17413,Kagera,0
17414,Singida,0
17415,Shinyanga,0
17416,Lindi,1
17417,Shinyanga,1
17418,Ruvuma,0
17420,Arusha,0
17421,Tanga,1
17422,Singida,1
17423,Iringa,0
17424,Iringa,0
17425,Ruvuma,1
17426,Ruvuma,0
17427,Dar es Salaam,0
17428,Arusha,0
17429,Ruvuma,1
17430,Mtwara,1
17431,Kagera,0
17432,Morogoro,0
17433,Mbeya,1
17434,Iringa,0
17435,Morogoro,0
17436,Shinyanga,1
17437,Iringa,0
17438,Arusha,0
17439,Mara,1
17441,Shinyanga,0
17442,Morogoro,0
17443,Mwanza,0
17444,Morogoro,0
17445,Mbeya,1
17446,Singida,0
17447,Mtwara,1
17448,Tabora,0
17449,Dar es Salaam,0
17450,Shinyanga,1
17451,Kagera,0
17452,Kilimanjaro,1
17453,Manyara,0
17454,Kigoma,1
17455,Mtwara,1
17456,Lindi,0
17458,Mara,0
17459,Shinyanga,1
17460,Rukwa,1
17461,Kigoma,0
17462,Arusha,0
17463,Mbeya,1
17464,Ruvuma,1
17465,Kagera,1
17466,Iringa,0
17467,Lindi,1
17468,Mwanza,1
17469,Pwani,1
17470,Rukwa,1
17471,Mbeya,1
17472,Ruvuma,0
17473,Kilimanjaro,0
17474,Lindi,1
17475,Dar es Salaam,0
17476,Ruvuma,1
17477,Iringa,0
17478,Arusha,0
17479,Manyara,0
17480,Singida,1
17481,Pwani,1
17482,Kilimanjaro,0
17483,Shinyanga,0
17484,Rukwa,0
17485,Mara,0
17486,Lindi,0
17487,Arusha,0
17488,Kagera,1
17489,Mbeya,0
17490,Rukwa,1
17491,Dodoma,0
17492,Kigoma,1
17493,Kilimanjaro,0
17494,Kigoma,1
17495,Ruvuma,0
17496,Lindi,1
17497,Mara,1
17498,Iringa,0
17499,Kilimanjaro,0
17500,Tabora,1
17501,Dodoma,1
17502,Tabora,1
17503,Mtwara,1
17504,Morogoro,1
17505,Morogoro,0
17506,Rukwa,1
17507,Arusha,0
17509,Morogoro,0
17510,Dodoma,1
17511,Arusha,0
17512,Rukwa,0
17513,Kigoma,1
17514,Arusha,0
17515,Mwanza,1
17516,Kilimanjaro,0
17518,Morogoro,0
17519,Mwanza,1
17520,Singida,0
17521,Mara,0
17522,Lindi,1
17523,Pwani,0
17524,Mbeya,0
17525,Mwanza,0
17526,Ruvuma,0
17527,Lindi,0
17528,Pwani,0
17530,Mwanza,0
17531,Mtwara,1
17532,Arusha,1
17533,Mbeya,1
17534,Pwani,1
17535,Rukwa,0
17536,Ruvuma,0
17537,Iringa,0
17538,Shinyanga,0
17539,Mwanza,0
17540,Kilimanjaro,1
17541,Iringa,0
17542,Kagera,1
17543,Mbeya,1
17544,Mwanza,1
17545,Iringa,0
17546,Shinyanga,0
17547,Ruvuma,0
17548,Tanga,1
17549,Arusha,0
17550,Kagera,1
17551,Iringa,0
17552,Shinyanga,1
17553,Mbeya,1
17554,Pwani,1
17555,Mara,1
17556,Mwanza,0
17557,Tabora,1
17558,Kigoma,0
17560,Mara,0
17561,Morogoro,1
17562,Kigoma,0
17563,Dodoma,1
17564,Tanga,0
17565,Arusha,0
17566,Mbeya,1
17567,Kigoma,0
17568,Kigoma,0
17569,Singida,0
17570,Iringa,0
17571,Dodoma,0
17572,Dodoma,1
17573,Kagera,1
17574,Morogoro,1
17575,Tanga,1
17576,Mwanza,0
17577,Mwanza,0
17578,Morogoro,0
17579,Mtwara,1
17580,Dodoma,0
17581,Kagera,1
17582,Kilimanjaro,0
17583,Kilimanjaro,0
17584,Mbeya,1
17585,Iringa,0
17586,Shinyanga,0
17587,Kilimanjaro,1
17588,Shinyanga,0
17589,Ruvuma,1
17590,Kagera,0
17591,Dar es Salaam,0
17592,Kigoma,0
17593,Pwani,1
17594,Kilimanjaro,0
17595,Ruvuma,1
17596,Singida,1
17597,Singida,0
17598,Mtwara,1
17599,Iringa,0
17600,Mara,1
17601,Morogoro,0
17602,Iringa,1
17603,Ruvuma,1
17604,Kilimanjaro,0
17605,Pwani,0
17606,Rukwa,0
17607,Tabora,0
17608,Morogoro,0
17609,Tanga,1
17610,Mtwara,1
17611,Kagera,1
17612,Rukwa,1
17613,Kagera,1
17614,Dar es Salaam,0
17615,Kagera,0
17616,Iringa,0
17617,Arusha,0
17618,Kagera,0
17619,Iringa,0
17620,Ruvuma,1
17621,Mbeya,1
17623,Mwanza,0
17624,Iringa,0
17625,Ruvuma,1
17626,Mbeya,0
17627,Singida,0
17628,Kagera,0
17629,Iringa,1
17630,Mwanza,0
17631,Arusha,0
17632,Mwanza,1
17633,Lindi,1
17634,Kagera,0
17635,Morogoro,0
17636,Shinyanga,0
17637,Mtwara,0
17638,Mbeya,0
17639,Dodoma,0
17640,Shinyanga,0
17641,Morogoro,1
17642,Pwani,0
17643,Kigoma,1
17644,Arusha,0
17645,Shinyanga,1
17646,Rukwa,1
17647,Arusha,1
17648,Morogoro,1
17649,Pwani,0
17650,Shinyanga,1
17651,Dodoma,1
17652,Singida,1
17653,Mara,1
17654,Kigoma,1
17655,Mtwara,1
17656,Mbeya,0
17657,Singida,0
17658,Singida,0
17659,Mwanza,0
17660,Ruvuma,1
17661,Singida,1
17662,Shinyanga,1
17663,Pwani,0
17664,Arusha,1
17665,Dodoma,1
17666,Iringa,0
17667,Kagera,0
17668,Morogoro,1
17669,Dodoma,0
17670,Tabora,1
17671,Mbeya,1
17672,Tanga,0
17673,Mbeya,0
17674,Pwani,0
17675,Tabora,1
17676,Kilimanjaro,0
17677,Tabora,0
17678,Morogoro,0
17679,Pwani,1
17680,Dar es Salaam,0
17681,Tabora,1
17682,Arusha,0
17683,Kigoma,1
17684,Tanga,0
17685,Iringa,1
17686,Kigoma,1
17687,Mtwara,0
17690,Dar es Salaam,0
17691,Tabora,1
17692,Morogoro,1
17693,Kagera,1
17694,Kigoma,0
17695,Shinyanga,0
17696,Kilimanjaro,1
17697,Singida,0
17698,Morogoro,0
17699,Mbeya,1
17700,Mbeya,0
17701,Lindi,1
17702,Dar es Salaam,0
17703,Iringa,0
17704,Lindi,1
17706,Lindi,1
17707,Dodoma,0
17708,Iringa,1
17709,Kagera,1
17710,Arusha,1
17711,Kigoma,0
17712,Mbeya,0
17713,Mbeya,0
17714,Mbeya,1
17715,Pwani,1
17716,Singida,1
17717,Pwani,1
17718,Morogoro,0
17719,Mtwara,1
17720,Mbeya,0
17721,Dodoma,0
17722,Kilimanjaro,0
17723,Iringa,1
17724,Pwani,1
17725,Tabora,1
17726,Morogoro,0
17727,Mwanza,1
17729,Arusha,0
17730,Dodoma,1
17731,Tabora,1
17732,Tanga,1
17733,Shinyanga,0
17734,Morogoro,0
17735,Iringa,0
17736,Kigoma,1
17737,Dar es Salaam,0
17738,Ruvuma,1
17739,Pwani,0
17740,Shinyanga,0
17741,Mwanza,0
17742,Kigoma,1
17743,Arusha,0
17744,Kigoma,0
17745,Dar es Salaam,1
17746,Ruvuma,1
17747,Mtwara,1
17748,Lindi,1
17749,Kagera,1
17750,Lindi,1
17751,Ruvuma,0
17752,Pwani,0
17753,Morogoro,0
17754,Ruvuma,0
17755,Mbeya,0
17756,Lindi,0
17757,Tabora,1
17758,Mara,0
17759,Kilimanjaro,1
17760,Mara,1
17761,Kilimanjaro,1
17762,Lindi,0
17763,Morogoro,1
17764,Arusha,1
17765,Iringa,0
17766,Mbeya,0
17767,Kilimanjaro,1
17768,Kigoma,1
17769,Mbeya,0
17770,Mbeya,0
17771,Iringa,0
17772,Shinyanga,0
17773,Manyara,1
17774,Kilimanjaro,0
17775,Mara,0
17776,Kilimanjaro,0
17777,Mtwara,0
17778,Iringa,0
17779,Morogoro,0
17780,Mbeya,1
17781,Mara,1
17782,Ruvuma,0
17783,Ruvuma,0
17784,Kigoma,1
17785,Manyara,0
17786,Rukwa,0
17787,Arusha,1
17788,Mara,0
17789,Lindi,1
17790,Kagera,1
17791,Kigoma,1
17792,Tabora,1
17793,Singida,1
17794,Pwani,1
17795,Tanga,1
17796,Morogoro,0
17797,Tabora,0
17798,Shinyanga,1
17799,Kilimanjaro,1
17800,Mwanza,1
17801,Mbeya,0
17802,Singida,0
17803,Mbeya,0
17804,Tabora,0
17805,Shinyanga,1
17806,Iringa,0
17807,Dodoma,0
17808,Kilimanjaro,0
17809,Mara,0
17810,Mara,1
17811,Rukwa,1
17812,Kagera,1
17813,Morogoro,1
17814,Kilimanjaro,0
17815,Iringa,0
17816,Pwani,0
17817,Mara,0
17818,Shinyanga,1
17819,Kilimanjaro,0
17820,Pwani,1
17821,Arusha,0
17822,Manyara,1
17823,Manyara,0
17824,Mbeya,0
17825,Iringa,0
17826,Singida,1
17827,Mwanza,1
17828,Kilimanjaro,0
17829,Arusha,0
17830,Mbeya,1
17831,Arusha,0
17832,Kilimanjaro,0
17833,Kigoma,0
17834,Iringa,0
17835,Lindi,1
17836,Tabora,0
17837,Dodoma,1
17838,Manyara,0
17839,Mwanza,1
17840,Kagera,0
17841,Iringa,0
17842,Lindi,0
17843,Iringa,0
17844,Iringa,0
17845,Iringa,0
17847,Tanga,0
17848,Shinyanga,0
17849,Kilimanjaro,0
17850,Lindi,1
17851,Iringa,0
17852,Dodoma,0
17853,Iringa,0
17854,Pwani,0
17855,Kilimanjaro,0
17856,Mbeya,0
17857,Kagera,0
17858,Iringa,1
17859,Tabora,1
17860,Ruvuma,1
17861,Pwani,1
17862,Dar es Salaam,0
17863,Mwanza,0
17864,Dar es Salaam,0
17865,Shinyanga,0
17866,Tanga,0
17868,Morogoro,0
17869,Shinyanga,0
17870,Mtwara,1
17871,Mwanza,1
17872,Singida,0
17873,Rukwa,0
17874,Arusha,1
17875,Mtwara,1
17876,Mtwara,1
17877,Arusha,1
17878,Ruvuma,0
17879,Mtwara,1
17880,Mara,1
17881,Pwani,1
17882,Arusha,1
17883,Mara,1
17884,Iringa,1
17885,Kigoma,1
17886,Pwani,1
17887,Kigoma,0
17888,Singida,1
17889,Kilimanjaro,0
17890,Morogoro,0
17891,Shinyanga,0
17892,Shinyanga,1
17893,Mbeya,0
17894,Pwani,0
17895,Pwani,1
17896,Kigoma,1
17897,Iringa,1
17898,Tanga,0
17899,Arusha,0
17900,Mbeya,0
17901,Arusha,0
17902,Ruvuma,0
17903,Manyara,1
17904,Singida,0
17905,Kagera,1
17906,Shinyanga,1
17907,Iringa,0
17908,Arusha,0
17909,Iringa,1
17910,Shinyanga,0
17911,Dodoma,0
17912,Mwanza,1
17913,Pwani,0
17914,Kigoma,0
17915,Kilimanjaro,1
17916,Kigoma,1
17917,Pwani,1
17918,Iringa,0
17919,Morogoro,1
17920,Mtwara,0
17921,Tanga,0
17922,Mbeya,0
17923,Kigoma,1
17924,Morogoro,1
17925,Dar es Salaam,0
17926,Singida,1
17927,Tabora,1
17928,Manyara,0
17929,Tanga,1
17930,Iringa,0
17931,Iringa,0
17932,Arusha,0
17933,Kilimanjaro,0
17934,Kilimanjaro,1
17935,Kagera,1
17936,Singida,0
17937,Mara,1
17938,Kagera,0
17939,Kilimanjaro,0
17940,Dodoma,0
17941,Iringa,0
17942,Tanga,0
17943,Kilimanjaro,1
17944,Mbeya,0
17945,Manyara,0
17946,Kagera,1
17947,Lindi,1
17948,Kilimanjaro,1
17949,Mara,0
17951,Kagera,1
17952,Kilimanjaro,1
